Product ID,Price in USD,Category ID,Category alias,Brand ID,Product gender
1313677630528028767,119.04,1806829201890738522,jewelry.earring,1,f
1313677630536417387,249.32,1806829201865572696,jewelry.bracelet,,f
1313677630536417388,140.52,1806829201882349913,jewelry.ring,1,f
1313677630536417394,201.27,1806829202008179041,electronics.clocks,,f
1313677630544806023,89.24,1313677631836652042,jewelry.pendant,0,u
1313677630628692272,237.78,1806829201882349913,jewelry.ring,0,u
1313677630653858159,128.63,1806829201882349913,jewelry.ring,1,f
1313677630670635410,349.18,1806829201890738522,jewelry.earring,,u
1313677630704189903,287.53,1806829201890738522,jewelry.earring,1,f
1313677630704189905,354.79,1806829201915904347,jewelry.pendant,1,f
1313677630704189908,130.00,1806829201882349913,jewelry.ring,1,f
1313677630704189912,677.95,1806829201890738522,jewelry.earring,1,f
1313677630704189913,116.30,1806829201915904347,jewelry.pendant,1,f
1313677630737744346,487.63,1806829201890738522,jewelry.earring,1,f
1313677630746132995,212.19,1806829201915904347,jewelry.pendant,1,f
1313677630754521606,650.55,1806829201882349913,jewelry.ring,1,f
1313677630754521607,254.32,1806829201848795479,,1,u
1313677630754521609,342.33,1806829201882349913,jewelry.ring,1,f
1313677630754521610,209.45,1806829201882349913,jewelry.ring,1,f
1313677630754521611,438.22,1806829201890738522,jewelry.earring,1,f
1313677630754521612,356.03,1806829201890738522,jewelry.earring,0,u
1313677630754521613,177.95,1806829201890738522,jewelry.earring,1,f
1313677630754521618,556.12,1806829201890738522,jewelry.earring,1,f
1313677630754521620,780.68,1806829201882349913,jewelry.ring,1,f
1313677630754521622,320.41,1806829201882349913,jewelry.ring,0,u
1313677630754521623,2266.99,1806829201924292956,jewelry.necklace,1,f
1313677630754521624,301.23,1806829201882349913,jewelry.ring,1,f
1313677630838407705,232.74,1806829201882349913,jewelry.ring,1,f
1313677630846796314,212.19,1806829201882349913,jewelry.ring,1,f
1313677630846796315,753.29,1806829201882349913,jewelry.ring,1,f
1313677630846796316,123.15,1806829201915904347,jewelry.pendant,0,u
1313677630846796318,59.14,1806829201890738522,jewelry.earring,1,f
1313677630855184955,170.59,1806829201890738522,jewelry.earring,2,f
1313677630863573574,143.70,1806829201915904347,jewelry.pendant,0,u
1313677630863573582,463.84,1806829201941070173,jewelry.brooch,,f
1313677630871962204,1301.23,1806829201882349913,jewelry.ring,0,u
1313677630880350848,81.99,1313677631878595084,jewelry.ring,,u
1313677631140398051,346.55,1806829201890738522,jewelry.earring,1,f
1313677631140398052,191.64,1806829201890738522,jewelry.earring,0,u
1313677631148785664,755.73,1806829201890738522,jewelry.earring,,f
1313677631148785665,367.12,1806829201882349913,jewelry.ring,,f
1313677631148786674,140.10,1313677631895372301,jewelry.earring,,u
1313677631148786682,171.10,1806829201941070173,jewelry.brooch,1,f
1313677631148786683,518.48,1806829201848795479,,1,u
1313677631148786684,212.19,1806829201882349913,jewelry.ring,0,u
1313677631148786686,95.75,1806829201915904347,jewelry.pendant,1,f
1313677631165562919,823.29,1806829201890738522,jewelry.earring,,f
1313677631173951550,345.11,1806829201915904347,jewelry.pendant,2,f
1313677631182340163,38.52,1313677631895372301,jewelry.earring,,u
1313677631182340174,51.45,1313677631895372301,jewelry.earring,2,u
1313677631299780965,148.58,1313677631912149518,jewelry.necklace,0,u
1313677631316558217,273.84,1806829201890738522,jewelry.earring,2,f
1313677631316558218,655.48,1806829201890738522,jewelry.earring,,f
1313677631316558225,321.78,1806829201890738522,jewelry.earring,0,u
1313677631324946838,390.27,1806829201882349913,jewelry.ring,1,f
1313677631358501316,2004.08,1806829201882349913,jewelry.ring,1,f
1313677631358501321,301.23,1806829201890738522,jewelry.earring,2,f
1313677631366889957,166.99,1806829201890738522,jewelry.earring,1,f
1313677631366889959,130.00,1806829201915904347,jewelry.pendant,1,f
1313677631375278571,50.34,1313677632054755863,,2,u
1313677631375278574,571.23,1806829201882349913,jewelry.ring,,f
1313677631375278583,147.58,1806829201915904347,jewelry.pendant,2,m
1313677631392055825,62.88,1806829201890738522,jewelry.earring,1,f
1313677631392055844,418.49,1806829201882349913,jewelry.ring,,f
1313677631400444467,241.10,1313677632079921689,jewelry.earring,,u
1313677631425610348,191.64,1806829201890738522,jewelry.earring,1,f
1313677631433998972,123.15,1806829201882349913,jewelry.ring,0,u
1313677631433998981,246.44,1806829201882349913,jewelry.ring,1,f
1313677631450776232,83.56,1806829201924292956,jewelry.necklace,,f
1313677631475942100,13.56,1313677632121864732,,4,u
1313677631492719365,52.73,1313677632264471075,jewelry.pendant,2,u
1313677631509496618,191.64,1806829201882349913,jewelry.ring,1,f
1313677631509496619,993.01,1806829201882349913,jewelry.ring,1,f
1313684292760503133,1115.30,1806829201890738522,jewelry.earring,1,f
1313709643637195750,93.81,1806829201941070173,jewelry.brooch,1,f
1313714133195030541,253.29,1806829201882349913,jewelry.ring,1,f
1313731987608961202,69.99,1806829201924292956,jewelry.necklace,1,u
1313736231892287701,792.47,1806829201915904347,jewelry.pendant,,u
1313740873594306804,278.96,1806829201890738522,jewelry.earring,0,u
1313751050997465389,,,0.00,1515915625667911488,u
1313752468999373113,102.60,1806829201915904347,jewelry.pendant,0,u
1313754291927777603,102.60,1806829201915904347,jewelry.pendant,1,f
1313760127387435368,369.73,1806829201924292956,jewelry.necklace,1,f
1313791276646138352,151.92,1806829201890738522,jewelry.earring,1,f
1313794757985567226,540.96,1806829201890738522,jewelry.earring,1,f
1313813113694323288,67.77,1806829201882349913,jewelry.ring,1,f
1313816852236862060,378.42,1313677631895372301,jewelry.earring,,u
1313830829092242076,294.38,1806829201890738522,jewelry.earring,1,f
1313834218744185516,424.52,1806829201924292956,jewelry.necklace,1,f
1313836498499404475,205.34,1806829201890738522,jewelry.earring,1,f
1313853787579876099,4630.00,1806829201915904347,jewelry.pendant,1,f
1313873497679725362,486.16,1806829201882349913,jewelry.ring,0,u
1313911118732723097,712.19,1806829201882349913,jewelry.ring,1,f
1313936177526473715,283.89,1313677631861817867,jewelry.bracelet,0,u
1313994886097141903,128.63,1806829201882349913,jewelry.ring,1,f
1314323085729464932,481.93,1806829201890738522,jewelry.earring,1,f
1314530398230807125,253.29,1806829201915904347,jewelry.pendant,1,f
1314539286413968011,67.78,1806829201915904347,jewelry.pendant,1,f
1314545641648554661,227.12,1313677631895372301,jewelry.earring,,u
1314551495244382901,151.92,1806829201890738522,jewelry.earring,1,f
1314620229266965326,75.64,1806829201915904347,jewelry.pendant,1,f
1315047065205604481,13.56,1313677632121864732,,4,u
1315056303227273392,,,0.00,1515915625536560846,u
1315063626297508076,467.78,1806829201890738522,jewelry.earring,1,f
1315076880306536741,63.93,1313677631836652042,jewelry.pendant,,u
1315080431439184188,246.44,1806829201890738522,jewelry.earring,1,f
1315119996996682266,246.44,1806829201882349913,jewelry.ring,1,f
1315134341407310484,164.25,1806829201882349913,jewelry.ring,1,f
1315316147851100940,232.74,1806829201915904347,jewelry.pendant,1,f
1315336673357202240,453.42,1806829201882349913,jewelry.ring,,f
1315346016160973651,82.64,1313677632054755863,,,u
1315386864848339886,67.41,1806829201890738522,jewelry.earring,1,f
1315438108354805812,1000.23,1806829201848795479,,1,u
1315811914055418017,212.19,1806829201882349913,jewelry.ring,0,u
1315811914055418020,523.97,1313677632079921689,jewelry.earring,,u
1315936144860381316,362.88,1806829201890738522,jewelry.earring,0,u
1315946218605510802,105.34,1806829201882349913,jewelry.ring,1,f
1315961874977652928,68.36,1806829201890738522,jewelry.earring,1,u
1316034274201174417,75.30,1806829201915904347,jewelry.pendant,0,u
1316150736987357392,102.60,1806829201915904347,jewelry.pendant,1,f
1316414921692414404,184.79,1806829201915904347,jewelry.pendant,0,u
1316561074480218799,451.92,1806829201882349913,jewelry.ring,1,f
1316567439395259069,,,0.00,1515915625619545217,u
1316677506287272500,,,278.01,1515915625431429460,u
1316726668672369345,145.77,1806829201915904347,jewelry.pendant,1,u
1316788927981421112,2465.62,1806829201890738522,jewelry.earring,1,f
1316797525935522388,109.45,1806829201915904347,jewelry.pendant,2,f
1316869404377481980,383.42,1806829201915904347,jewelry.pendant,1,f
1316869757495935741,137.85,1806829201890738522,jewelry.earring,0,u
1317220275808371247,221.36,1806829201915904347,jewelry.pendant,2,f
1317222236930703928,636.85,1806829201890738522,jewelry.earring,1,f
1317228589531267659,250.64,1806829201882349913,jewelry.ring,1,f
1317242003393610364,554.66,1806829201890738522,jewelry.earring,1,f
1317394167256580118,364.38,1806829201882349913,jewelry.ring,,u
1317405393369956416,705.34,1806829201882349913,jewelry.ring,1,f
1317445100887867582,,,0.00,1515915625705133111,u
1317512726171353512,285.48,1806829201882349913,jewelry.ring,2,f
1317570471100678767,84.62,1806829201882349913,jewelry.ring,1,f
1317907402477011521,66.99,1806829201890738522,jewelry.earring,1,f
1318057505670037737,397.85,1806829201924292956,jewelry.necklace,2,f
1318205022806213200,417.67,1806829201890738522,jewelry.earring,2,f
1318252991400116937,219.04,1806829201915904347,jewelry.pendant,0,u
1318642625036681578,199.97,1806829201890738522,jewelry.earring,1,f
1318700941699973826,136.85,1806829201915904347,jewelry.pendant,1,f
1318713875247399660,171.10,1806829201890738522,jewelry.earring,1,f
1318773845984805857,344.49,1806829201890738522,jewelry.earring,1,f
1318896680950563422,568.36,1806829201890738522,jewelry.earring,1,f
1318912245182235278,335.48,1806829201882349913,jewelry.ring,1,f
1319365993788604921,196.55,1806829201882349913,jewelry.ring,1,f
1319384991167152671,569.18,1806829201882349913,jewelry.ring,,f
1319521622364782839,346.81,1806829201882349913,jewelry.ring,1,m
1319525296382148904,294.38,1806829201890738522,jewelry.earring,1,f
1319654404030202688,445.79,1806829202008179041,electronics.clocks,2,f
1319693333571830708,588.90,1806829201890738522,jewelry.earring,1,f
1319709770545890298,1555.86,1806829201882349913,jewelry.ring,1,f
1319746572157715393,171.10,1806829201882349913,jewelry.ring,0,u
1319746721927922626,349.18,1806829201890738522,jewelry.earring,1,f
1319765194229940269,,,958.84,1515915625216376356,u
1319832094704140459,83.42,1806829201882349913,jewelry.ring,1,f
1320140945978557436,184.79,1806829201890738522,jewelry.earring,1,f
1320152830413111386,385.86,1806829201890738522,jewelry.earring,1,f
1320183912227406372,602.60,1806829201865572696,jewelry.bracelet,0,u
1320247877510890286,294.38,1806829201890738522,jewelry.earring,1,f
1320270357747205010,144.30,1313677631895372301,jewelry.earring,,u
1320277167157805999,349.18,1806829201882349913,jewelry.ring,0,u
1320290641988551642,2.88,1806829201915904347,jewelry.pendant,1,u
1320296297982329844,116.30,1806829201882349913,jewelry.ring,1,f
1321041738411803545,136.85,1806829201882349913,jewelry.ring,1,f
1321685961771319392,542.47,1806829201890738522,jewelry.earring,,f
1323950551100031389,112.97,1806829201890738522,jewelry.earring,1,f
1324690414178927356,246.44,1806829201890738522,jewelry.earring,1,f
1325430462276961183,232.74,1806829201890738522,jewelry.earring,1,f
1328347128983977986,228.63,1806829201882349913,jewelry.ring,0,u
1328925262502429210,61.29,1313677631895372301,jewelry.earring,,u
1329124887440130973,150.55,1806829201882349913,jewelry.ring,1,f
1329869902802059605,287.53,1806829201890738522,jewelry.earring,0,u
1329869902827225463,623.15,1806829201890738522,jewelry.earring,1,f
1331349439444419552,168.49,1806829201890738522,jewelry.earring,,f
1331349439452808168,239.59,1806829201915904347,jewelry.pendant,1,f
1332666151494221833,525.34,1806829201882349913,jewelry.ring,,f
1334308894578573814,227.26,1806829201924292956,jewelry.necklace,1,f
1334961701782553133,75.21,1806829201915904347,jewelry.pendant,0,u
1336528423811547483,222.60,1313677631878595084,jewelry.ring,,u
1336528423920599460,630.00,1806829201890738522,jewelry.earring,1,f
1336528423937376682,177.95,1806829201915904347,jewelry.pendant,0,u
1336528423945765297,273.84,1806829201882349913,jewelry.ring,1,f
1338748250764607878,486.16,1806829201890738522,jewelry.earring,0,u
1341167330243117414,469.77,1806829201890738522,jewelry.earring,2,f
1341167340192006503,191.64,1806829201882349913,jewelry.ring,1,f
1341227281888051856,352.05,1806829201941070173,jewelry.brooch,,f
1341287947604853521,271.56,1806829201848795479,,,u
1341388169592963118,143.70,1806829201882349913,jewelry.ring,,f
1341451932996206992,520.41,1806829201890738522,jewelry.earring,0,u
1341463837907354009,156.95,1806829201890738522,jewelry.earring,1,f
1341576669474849564,208.08,1806829201865572696,jewelry.bracelet,,f
1341942145304494397,157.40,1806829201882349913,jewelry.ring,1,f
1342118279514161218,131.51,1313677632079921689,jewelry.earring,,u
1342525864193032249,184.79,1806829201882349913,jewelry.ring,1,f
1342705278809801398,630.00,1806829201890738522,jewelry.earring,1,f
1342744431178023702,301.23,1806829201890738522,jewelry.earring,0,u
1342820096514457665,,,0.00,1515915625619533501,u
1342842331568537742,130.00,1806829201915904347,jewelry.pendant,0,u
1342847384069079198,354.41,1806829201915904347,jewelry.pendant,1,f
1342857300578140354,175.21,1806829201882349913,jewelry.ring,1,f
1342947510276063640,102.60,1806829201915904347,jewelry.pendant,1,f
1343254240004408201,637.58,1806829201882349913,jewelry.ring,2,m
1343446704099164925,410.82,1806829201915904347,jewelry.pendant,1,f
1343529531947876434,265.25,1806829201890738522,jewelry.earring,1,f
1343529775754379347,157.40,1806829201882349913,jewelry.ring,1,f
1343529976812535892,121.78,1806829201882349913,jewelry.ring,0,u
1344059094234825385,493.01,1806829201882349913,jewelry.ring,1,f
1344140100329538230,397.12,1806829201890738522,jewelry.earring,1,f
1344210090378395939,547.95,1806829201890738522,jewelry.earring,,f
1344305515986944801,142.33,1806829201890738522,jewelry.earring,1,f
1344360313855672828,109.45,1806829201882349913,jewelry.ring,1,f
1344552777866543871,376.58,1806829201882349913,jewelry.ring,1,f
1344707961049580036,225.89,1806829201915904347,jewelry.pendant,0,u
1344766229411267363,421.23,1806829201890738522,jewelry.earring,,f
1344766543396864805,449.27,1806829201882349913,jewelry.ring,1,f
1345082190743994659,232.74,1806829201890738522,jewelry.earring,1,f
1345398335283921437,,,0.00,1515915625719773661,u
1345553994503684520,521.92,1313677631895372301,jewelry.earring,,u
1345773229087653940,739.59,1806829201890738522,jewelry.earring,1,f
1345809377939947660,314.93,1806829201890738522,jewelry.earring,1,f
1346350099768279419,,,0.00,1515915625636642629,u
1346512893381706648,70.25,1806829201865572696,jewelry.bracelet,1,u
1347314773171109898,349.18,1806829201924292956,jewelry.necklace,1,f
1347740436592066632,203.97,1806829201882349913,jewelry.ring,1,f
1347895663815295968,247.64,1313677632012812820,,0,u
1347943918368456873,834.15,1806829201890738522,jewelry.earring,2,f
1348026572405211803,345.55,1806829201848795479,,1,f
1348075820521882389,142.33,1806829201890738522,jewelry.earring,1,f
1348352412213051613,52.49,1313677632054755863,,,u
1348416998463242882,547.81,1806829201890738522,jewelry.earring,1,f
1348458559234376657,194.48,1806829201865572696,jewelry.bracelet,1,f
1348521055815205531,157.40,1806829201882349913,jewelry.ring,1,f
1348522895327888032,534.11,1806829201882349913,jewelry.ring,2,f
1348657705962700908,,,0.00,1515915625619614779,u
1348700916093550929,436.33,1806829201915904347,jewelry.pendant,1,f
1349162685777838428,275.21,1806829201890738522,jewelry.earring,1,f
1349366107122696551,127.70,1806829201882349913,jewelry.ring,1,f
1349369974900130170,150.55,1806829201915904347,jewelry.pendant,0,u
1349496437552972530,164.25,1806829201882349913,jewelry.ring,0,u
1349786095214134196,239.59,1806829201890738522,jewelry.earring,0,u
1349900233844195898,719.18,1313677632247693858,electronics.clocks,6,u
1349919630721811072,95.75,1806829201882349913,jewelry.ring,1,f
1349983268035888008,136.85,1806829201890738522,jewelry.earring,0,u
1350874412034818992,320.14,1313677631878595084,jewelry.ring,,u
1350874788532323250,246.44,1806829201890738522,jewelry.earring,1,f
1351403579050557685,671.10,1806829201865572696,jewelry.bracelet,0,u
1351442479374664005,183.25,1806829201890738522,jewelry.earring,1,f
1351566653959176888,176.92,1806829201865572696,jewelry.bracelet,1,u
1352907200745439279,215.14,1806829201882349913,jewelry.ring,0,u
1353021152796082753,,,0.00,1515915625661255329,u
1353022947119333955,,,0.00,1515915625635099467,u
1353041386756113031,102.60,1806829201882349913,jewelry.ring,1,f
1353042158935868042,292.47,1806829202008179041,electronics.clocks,6,u
1353541437089645422,548.63,1806829201890738522,jewelry.earring,,f
1353614048897269939,158.77,1806829201882349913,jewelry.ring,0,u
1354290602237231664,246.55,1806829201890738522,jewelry.earring,1,f
1354328924988900162,149.01,1313677631895372301,jewelry.earring,,u
1354447897789203094,193.01,1806829201890738522,jewelry.earring,0,u
1354551123771392802,287.53,1806829201915904347,jewelry.pendant,1,f
1354831491208577852,479.32,1806829201890738522,jewelry.earring,1,f
1354886760131199179,489.44,1806829201848795479,,1,u
1354921549315965474,,,0.00,1515915625683245831,u
1355026478865055920,89.27,1806829201882349913,jewelry.ring,1,f
1355042363323449613,75.76,1313677632096698906,jewelry.earring,,u
1355094470571328052,88.90,1806829201915904347,jewelry.pendant,1,f
1355103825152705287,,,2208.90,1515915625683691314,u
1355189696438730944,153.29,1806829201882349913,jewelry.ring,0,u
1355225061207834961,280.68,1806829201890738522,jewelry.earring,1,f
1355226234128171352,430.14,1806829201882349913,jewelry.ring,,f
1355259707375223299,,,472.47,1515915625216376356,u
1355635690817192140,234.22,1806829201890738522,jewelry.earring,0,u
1355803234219852108,1414.29,1806829201848795479,,2,m
1356243529470313269,,,253.77,1515915625622107353,u
1356285958764364207,354.70,1806829201924292956,jewelry.necklace,2,f
1357335024726179940,1372.60,1806829201941070173,jewelry.brooch,1,f
1357988165276664022,24.52,1806829201915904347,jewelry.pendant,1,f
1358089310590468729,1127.64,1806829201882349913,jewelry.ring,1,u
1358221948441591948,138.22,1806829201915904347,jewelry.pendant,1,f
1358569133708411665,568.36,1806829201890738522,jewelry.earring,0,u
1358585398883779446,,,0.00,1515915625368881731,u
1358609427959119949,68.36,1806829201890738522,jewelry.earring,1,f
1358622414858092700,68.36,1806829201915904347,jewelry.pendant,0,u
1358711756578357565,157.40,1806829201882349913,jewelry.ring,1,f
1359264608057033538,130.71,1806829201890738522,jewelry.earring,1,f
1359345537286930757,356.14,1806829201882349913,jewelry.ring,1,f
1359345668669309255,369.73,1806829201890738522,jewelry.earring,1,f
